Id,Year,SECTION_ID,Baujahr,GEOPOINT_ID,Haltungslaenge,Mittlere_Tiefe,Kanalart,Wasserschutzzone,Lage_im_Verkehrsraum,Grundwasserstand,Materialart,Materialgruppe,Cluster_Name,Profilart,Profilbreite,Profilhoehe,Erneuerung,SUBS_CLASS,PRIO_CLASS,SUBSTANZ,Prioritaet,ENTSCHEIDUNG_KUBUS_C,ENTSCHEIDUNG_STRATEGIE,Ausgabe,RAD,RBW_AHK,Lat1,Lat2,Long1,Long2
1,2016,13,1988,26,48.81,3.0,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,48104.7,0.53230245401,0.57,94.68,11.18,0,1,0.0,39,0.0,50.5315486658,50.5319533184,9.57675355245,9.57652502468
26,2016,14,1988,28,13.456,3.0,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,13261.56,0.53230245401,0.57,94.68,11.18,0,1,0.0,39,0.0,50.5319615904,50.5320639226,9.57652540769,9.57659679507
51,2016,15,1988,30,70.739,2.78,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,57107.59,0.53230245401,0.57,94.68,11.18,0,1,0.0,39,0.0,50.5320708965,50.5324744799,9.5766050497,9.57735834936
76,2016,16,1988,32,63.054,2.94,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,50903.49,0.53230245401,0.57,94.68,11.18,0,1,0.0,39,0.0,50.5324804533,50.5328669284,9.57736886367,9.57800039457
101,2016,17,1988,34,3.032,2.84,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,2447.73,3.14862712815,5.06,47.81,100.0,3,1,0.0,39,0.0,50.5315231414,50.5315402957,9.57676835275,9.57675845935
126,2016,18,1988,36,50.672,2.87,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,49007.42,1.42768173702,5.06,82.56,100.0,1,1,0.0,39,0.0,50.532874174,50.5332816666,9.57800824367,9.57829510328
151,2016,19,1988,38,36.256,3.04,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,41027.29,2.05259499409,4.09,68.95,81.56,2,2,0.0,39,0.0,50.533290179,50.5335984296,9.57829958153,9.57841630336
176,2016,20,1988,40,36.231,2.53,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,300,300,29249.29,3.08693925923,5.06,47.39,100.0,3,1,0.0,39,0.0,50.5340234804,50.5337068057,9.57803597507,9.5780201396
201,2016,21,1988,42,11.11,2.2,K,IIIa,B5,1,B,Beton,Beton,DN,300,300,8969.1,0.686889507302,1.0,93.13,19.85,0,1,0.0,39,0.0,50.5336981697,50.5336123709,9.57802243283,9.57807005093
226,2016,22,1988,44,16.049,2.34,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,12956.36,1.58627307121,3.27,78.27,65.08,1,1,0.0,39,0.0,50.5336072964,50.5335803712,9.57807956983,9.57828770677
251,2016,23,1988,46,9.125,3.1,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,8993.14,1.43854325784,1.29,81.23,25.4,1,1,0.0,39,0.0,50.5335809245,50.5336014134,9.57830124534,9.57841126013
276,2016,24,1988,48,41.067,2.58,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,300,300,33153.39,1.90625832119,3.43,71.87,68.19,1,1,0.0,39,0.0,50.5343925839,50.5340324711,9.57805589447,9.57803650825
301,2016,25,1988,50,26.312,3.63,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,500,500,40970.42,3.04096968237,3.21,50.3,63.97,3,1,0.0,39,0.0,50.5336072188,50.5338308697,9.57841937401,9.5784852953
326,2016,26,1988,52,49.043,3.8,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,600,600,84147.98,1.52044490214,3.21,79.59,63.97,1,1,0.0,39,0.0,50.5338394838,50.5342432617,9.57848921046,9.57873066935
351,2016,27,1988,54,29.137,2.1,K,IIIa,B5,1,STZ,Steinzeug,Steinzeug,DN,200,200,19367.36,0.599990724907,0.74,94.0,14.7,0,1,0.0,39,0.0,50.5381677472,50.5382018383,9.57817766039,9.5785710741
376,2016,28,1988,56,26.711,2.22,K,IIIa,BG,2,STZ,Steinzeug,Steinzeug,DN,200,200,17754.8,1.34311130386,3.24,83.14,64.75,1,1,0.0,39,0.0,50.5382448248,50.538168355,9.57782153383,9.57816393714
401,2016,150,1981,300,17.225,2.02,K,KW,BG,1,B,Beton,Beton,DN,400,400,16659.16,1.34493024188,2.31,94.41,13.53,0,1,0.0,32,0.0,50.5603127624,50.5604512445,9.58906575585,9.58913791856
426,2016,151,1981,302,48.852,2.85,K,KW,BG,1,B,Beton,Beton,DN,400,400,47247.21,1.34493024188,2.31,94.41,13.53,0,1,0.0,32,0.0,50.5606153554,50.5606405746,9.58918915305,9.58914428857
451,2016,153,1981,306,34.784,2.58,K,KW,BG,1,B,Beton,Beton,DN,500,500,45721.83,1.34493024188,2.31,94.41,13.53,0,1,0.0,32,0.0,50.5606749331,50.5607629198,9.58913635881,9.58920816094
476,2016,161,1981,322,22.919,2.7,K,KW,BG,1,B,Beton,Beton,DN,500,500,30125.88,1.34493024188,2.31,94.41,13.53,0,1,0.0,32,0.0,50.5609395835,50.5609377817,9.58864796728,9.58865215215
501,2016,179,2011,358,55.365,2.77,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,36801.12,0.101148230349,0.0,99.97,0.05,0,1,0.0,62,0.0,50.5319266635,50.5323594458,9.58411092385,9.58375105962
526,2016,180,2011,360,84.345,2.02,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,56064.12,0.101148230349,0.0,99.97,0.05,0,1,0.0,62,0.0,50.5323684044,50.5331042428,9.58374720527,9.58353080523
551,2016,181,1988,362,48.693,2.3,K,II,BG,2,SB,Stahlbeton,Stahlbeton,DN,300,300,39309.86,3.08100864787,3.36,47.57,66.92,3,1,0.0,39,0.0,50.5392198344,50.539477827,9.58559681768,9.58613450781
576,2016,182,1988,364,58.614,2.2,K,II,BG,2,SB,Stahlbeton,Stahlbeton,DN,300,300,47319.08,3.08100864787,3.36,47.57,66.92,3,1,0.0,39,0.0,50.5394831569,50.539783226,9.58614586354,9.5868086358
601,2016,183,1988,366,48.658,2.11,K,IIIa,BG,2,SB,Stahlbeton,Stahlbeton,DN,400,400,47059.58,3.17902248999,3.36,44.63,66.92,3,1,0.0,39,0.0,50.5397864893,50.5398435365,9.58682137726,9.58748791293
626,2016,184,2014,368,9.145,2.89,K,II,B5,1,B/L,Liner,Renovierung,DN,250,250,6078.68,0.150006170254,0.0,100.0,0.01,0,1,0.0,65,0.0,50.5396811029,50.5396124419,9.58346623191,9.58342616717
651,2016,185,2014,370,61.862,3.36,K,II,B5,1,B/L,Liner,Renovierung,DN,300,300,60968.09,1.13050140277,1.0,90.19,20.0,1,1,0.0,65,0.0,50.539604924,50.5392092044,9.58341889135,9.58282548225
676,2016,186,2014,372,30.194,2.57,K,II,B5,1,B/L,Liner,Renovierung,DN,250,250,20069.95,0.150006170254,0.0,100.0,0.01,0,1,0.0,65,0.0,50.539946974,50.5396897227,9.58338502226,9.58346718498
701,2016,187,1988,374,22.324,3.74,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,900,900,46287.7,1.355467139,1.24,82.89,24.42,1,1,0.0,39,0.0,50.5397014205,50.5396650066,9.58466540917,9.58496087659
726,2016,188,1988,376,9.839,3.32,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,900,900,20400.67,1.355467139,1.24,82.89,24.42,1,1,0.0,39,0.0,50.5396607667,50.5396008197,9.58497243844,9.58505429521
751,2016,189,2014,378,54.973,3.48,K,II,B5,1,B/L,Liner,Renovierung,DN,300,300,54178.64,1.13049393686,1.0,90.2,20.0,1,1,0.0,65,0.0,50.5398803802,50.5396107156,9.58406287109,9.58342967391
776,2016,190,2014,380,48.932,3.44,K,II,B5,1,B/L,Liner,Renovierung,DN,300,300,48224.93,1.13049393686,1.0,90.2,20.0,1,1,0.0,65,0.0,50.5401455885,50.5398856197,9.58461391511,9.58407435258
801,2016,191,1988,382,16.844,3.1,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,900,900,34925.19,2.36332093038,2.6,62.73,51.77,2,2,0.0,39,0.0,50.5395940192,50.5394979058,9.58506356742,9.585189232
826,2016,192,1988,384,51.121,1.67,K,IIIa,BG,2,SB,Stahlbeton,Stahlbeton,DN,400,400,41211.19,3.16710909431,3.36,44.99,66.92,3,1,0.0,39,0.0,50.539844716,50.5399029322,9.58750189866,9.5882032936
851,2016,193,2014,386,60.822,3.48,K,II,B5,1,B/L,Liner,Renovierung,DN,300,300,59943.12,1.00904318401,1.0,89.82,20.0,1,1,0.0,65,0.0,50.5405293452,50.5401514706,9.58522553501,9.58462455793
876,2016,194,2014,388,42.88,3.54,K,II,B5,1,B/L,Liner,Renovierung,DN,300,300,42260.38,1.13071621647,1.0,90.19,20.0,1,1,0.0,65,0.0,50.5408077141,50.5405357704,9.58564428225,9.58523547909
901,2016,195,1988,390,33.562,3.12,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,600,600,57585.68,1.55858569368,1.8,78.83,35.69,1,1,0.0,39,0.0,50.5391076685,50.539225279,9.58813993202,9.58856077561
926,2016,196,1988,392,61.312,2.96,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,600,600,91026.86,1.55855613086,1.8,78.83,35.69,1,1,0.0,39,0.0,50.5392292623,50.5394934854,9.58857338488,9.58931669761
951,2016,197,1988,394,10.816,2.97,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,400,400,10460.69,0.53230245401,0.57,94.68,11.18,0,1,0.0,39,0.0,50.5337622298,50.5338317402,9.57857638499,9.57849109121
976,2016,198,1988,396,51.983,3.72,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,600,600,89192.43,2.17068553927,3.21,66.59,63.97,2,2,0.0,39,0.0,50.5342515908,50.5346779709,9.57873585105,9.57900030899
1001,2016,199,1988,398,28.724,2.68,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,400,400,27780.42,1.28166498597,2.32,84.37,46.0,1,1,0.0,39,0.0,50.5337175546,50.5337579472,9.57897372274,9.5785876068
1026,2016,200,1988,400,53.502,3.28,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,60542.86,2.2365136104,3.21,66.65,63.97,2,2,0.0,39,0.0,50.5341397505,50.5337208314,9.57932533144,9.57898392232
1051,2016,201,1989,402,56.575,3.22,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,600,600,97071.39,1.84047344602,3.2,74.26,63.8,2,2,0.0,40,0.0,50.5346863089,50.5351508299,9.5790054909,9.57929508653
1076,2016,202,1988,404,56.534,2.86,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,600,600,83933.2,1.28043695168,3.21,84.39,63.97,1,1,0.0,39,0.0,50.5351591686,50.5356250458,9.57930012744,9.57958269005
1101,2016,203,1988,406,53.589,4.08,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,65263.36,2.17579345321,2.32,66.48,46.0,2,2,0.0,39,0.0,50.5345438018,50.5341475391,9.57973734329,9.57933248208
1126,2016,204,1988,408,12.35,5.6,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,300,300,13946.85,1.30862735187,1.41,83.83,27.95,1,1,0.0,39,0.0,50.5349620336,50.5348743446,9.58012961177,9.58004200935
1151,2016,205,1988,410,46.416,5.0,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,52417.59,1.30671041323,2.32,83.87,46.0,1,1,0.0,39,0.0,50.535343204,50.5349691125,9.58038989096,9.58013479258
1176,2016,206,1988,412,41.699,5.21,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,47090.68,1.3301010292,2.32,83.4,46.0,1,1,0.0,39,0.0,50.5348696109,50.5345514991,9.58003362598,9.57974477515
1201,2016,207,1988,414,6.751,3.57,K,IIIa,B4,1,PVC,Kunststoff,Kunststoff,DN,200,200,5519.96,2.1460537938,1.36,67.08,27.32,2,2,0.0,39,0.0,50.5348254208,50.5348688033,9.58009078273,9.58004048799
1226,2016,208,1988,416,36.121,1.56,K,IIIa,B5,1,STZ,Steinzeug,Steinzeug,DN,250,250,20354.18,1.35022056945,2.4,83.0,47.65,1,1,0.0,39,0.0,50.5345168801,50.534816395,9.57993696064,9.5800900935
1251,2016,209,2011,418,73.051,1.61,K,IIIa,B5,1,PVCU,Kunststoff,Kunststoff,DN,200,200,41164.24,1.08091154323,1.0,90.18,20.01,1,1,0.0,62,0.0,50.5338913332,50.5345079384,9.57962253046,9.57993383134
1276,2016,210,2011,420,24.67,1.45,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,13901.55,0.101148230349,0.0,99.97,0.05,0,1,0.0,62,0.0,50.5331130956,50.5333202116,9.58353193037,9.58360730844
1301,2016,211,2011,422,78.517,1.37,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,44244.33,0.101148230349,0.0,99.97,0.05,0,1,0.0,62,0.0,50.5333286239,50.5339711295,9.58361376185,9.58403780638
1326,2016,212,2011,424,73.753,1.56,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,41559.82,0.101148230349,0.0,99.97,0.05,0,1,0.0,62,0.0,50.5339797251,50.5345810365,9.58404358491,9.58444675643
1351,2016,213,2011,426,74.863,1.73,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,42185.3,0.00390009533416,0.0,99.96,0.07,0,1,0.0,62,0.0,50.5345895583,50.5352044825,9.58445288697,9.58484743213
1376,2016,214,2011,428,65.999,1.58,K,IIIa,B5,1,PP,Kunststoff,Kunststoff,DN,200,200,37190.44,0.101148230349,0.0,99.97,0.05,0,1,0.0,62,0.0,50.5352118023,50.5357866774,9.58484937116,9.58466754757
1401,2016,215,1988,430,53.976,2.8,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,600,600,80135.47,1.53069350943,2.61,79.39,51.96,1,1,0.0,39,0.0,50.5394980013,50.5397510041,9.58932889029,9.58996232112
1426,2016,216,1988,432,41.825,2.77,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,900,900,74312.57,1.40757963329,1.26,81.85,24.93,1,1,0.0,39,0.0,50.5397558001,50.5399553383,9.58997423518,9.59045789533
1451,2016,217,1988,434,51.185,1.33,K,IIIa,BG,2,SB,Stahlbeton,Stahlbeton,DN,400,400,41262.79,3.15385219463,3.36,45.38,66.92,3,1,0.0,39,0.0,50.5399040307,50.539962508,9.58821727836,9.58891952507
1476,2016,218,1988,436,53.763,1.24,K,IIIa,BG,1,SB,Stahlbeton,Stahlbeton,DN,400,400,43341.04,3.08275419467,1.61,47.52,31.82,3,1,0.0,39,0.0,50.5399636065,50.5400259448,9.58893349575,9.58967163752
1501,2016,219,1988,438,28.709,1.86,K,IIIa,BG,2,SB,Stahlbeton,Stahlbeton,DN,400,400,23143.76,3.17901429166,3.36,44.63,66.92,3,1,0.0,39,0.0,50.5400223884,50.5397923884,9.58968131652,9.58983150938
1526,2016,220,1988,440,10.265,2.62,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,9927.79,3.23460792082,3.36,42.96,66.92,3,1,0.0,39,0.0,50.539786496,50.5397550537,9.58984074993,9.58996180715
1551,2016,221,1988,442,54.435,2.68,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,900,900,96717.39,1.56913798479,1.79,78.62,35.41,1,1,0.0,39,0.0,50.5399604054,50.5402361273,9.59046953063,9.59108718384
1576,2016,222,1988,444,17.968,2.63,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,900,900,31924.64,2.37641140496,2.6,62.47,51.77,2,2,0.0,39,0.0,50.540240562,50.5403061676,9.59109937587,9.59131560669
1601,2016,223,1990,446,44.141,2.38,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,35635.03,2.24565391753,2.21,65.09,43.95,2,2,0.0,41,0.0,50.5405041425,50.5402417006,9.59063940272,9.59108767687
1626,2016,224,1988,448,48.573,2.61,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,900,900,86302.08,1.52191117767,2.6,79.56,51.77,1,1,0.0,39,0.0,50.5403089779,50.5403912108,9.59132889332,9.59198772725
1651,2016,225,1988,450,9.677,2.56,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,900,900,17193.61,1.355467139,1.24,82.89,24.42,1,1,0.0,39,0.0,50.5403929398,50.5404080577,9.59200142378,9.59212166698
1676,2016,226,1990,452,16.116,2.26,K,II,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,13010.45,2.24341653882,2.95,65.13,58.72,2,2,0.0,41,0.0,50.5408099647,50.5406745933,9.59049834358,9.59047789776
1701,2016,227,1990,454,21.263,2.19,K,II,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,17165.62,1.47310093171,1.5,80.54,29.61,1,1,0.0,41,0.0,50.5406663132,50.5405110228,9.59048089911,9.59063045672
1726,2016,228,2014,456,44.655,3.57,K,II,B5,1,B/L,Liner,Renovierung,DN,300,300,44009.74,0.150006170254,0.0,100.0,0.01,0,1,0.0,65,0.0,50.5411001354,50.5408142305,9.58607605105,9.58565395945
1751,2016,229,1990,458,35.745,2.85,K,II,B5,1,PVCU,Kunststoff,Kunststoff,DN,300,300,28856.94,1.24354824417,1.23,85.13,24.37,1,1,0.0,41,0.0,50.5413324333,50.5410330787,9.59020157281,9.59034243389
1776,2016,230,1990,460,26.236,2.45,K,II,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,21180.32,2.23724292882,1.6,65.26,31.6,2,2,0.0,41,0.0,50.5410246897,50.54081852,9.59034740969,9.59049605128
1801,2016,231,1963,462,78.802,2.45,K,IIIa,B5,2,B,Beton,Beton,DN,300,300,63616.85,4.34909648013,5.06,13.02,100.0,4,1,0.0,14,0.0,50.5391876566,50.5398785951,9.59237993391,9.59218351009
1826,2016,232,1990,464,3.244,3.1,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,400,400,3670.91,1.05753439604,1.13,88.85,22.22,0,1,0.0,41,0.0,50.539945384,50.5399495796,9.59215255157,9.59212155718
1851,2016,233,1990,466,49.831,2.84,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,400,400,48194.05,1.59546310767,1.69,78.09,33.42,1,1,0.0,41,0.0,50.5399550168,50.5403875728,9.59211345428,9.59199572575
1876,2016,234,1988,468,11.397,1.75,K,IIIa,B4,1,B,Beton,Beton,DN,300,300,7942.57,6.17025431508e-06,0.0,100.0,0.0,5,5,12708.11,67,12708.11,50.5403613852,50.5403756129,9.5919035547,9.59204855385
1901,2016,235,1988,470,14.962,1.68,K,IIIa,B4,1,B,Beton,Beton,DN,300,300,10427.02,4.04437587906,4.17,19.11,83.14,4,1,0.0,39,0.0,50.5403772511,50.5403996568,9.5920624327,9.59225629259
1926,2016,236,1988,472,47.309,2.38,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,900,900,84056.27,2.37641140496,2.6,62.47,51.77,2,2,0.0,39,0.0,50.5404100564,50.5405135415,9.59213538101,9.59276837623
1951,2016,237,1988,474,49.867,3.04,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,800,800,103396.73,2.16766001717,3.21,66.65,63.97,2,2,0.0,39,0.0,50.5356334758,50.536053146,9.57958744997,9.57979210902
1976,2016,238,1988,476,22.947,1.64,K,IIIa,B5,1,STZ,Steinzeug,Steinzeug,DN,200,200,12930.63,1.36329035596,1.92,82.73,38.18,1,1,0.0,39,0.0,50.5382026683,50.5382106535,9.57858504074,9.57889463646
2001,2016,239,1988,478,54.213,3.21,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,800,800,112407.94,1.28063946517,5.06,84.39,100.0,1,1,0.0,39,0.0,50.536061576,50.5365053348,9.57979686901,9.58007815471
2026,2016,240,1988,480,5.528,2.45,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,4462.75,0.40038981058,0.38,96.0,7.42,0,1,0.0,39,0.0,50.5356296763,50.5356288453,9.57951425229,9.57957822111
2051,2016,241,1988,482,58.477,3.23,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,800,800,121249.14,2.29566949569,3.21,65.45,63.97,2,2,0.0,39,0.0,50.5365137641,50.5370012896,9.5800830559,9.58035231086
2076,2016,242,1988,484,38.175,3.28,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,800,800,79153.95,2.49523200434,3.21,61.63,63.97,2,2,0.0,39,0.0,50.5370098939,50.5373352632,9.58035636762,9.58047716067
2101,2016,243,1988,486,48.759,2.59,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,39363.14,1.59427932477,1.98,78.11,39.21,1,1,0.0,39,0.0,50.5364946795,50.5368627787,9.58120682118,9.58155382612
2126,2016,244,1988,488,56.172,2.52,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,45347.66,2.38774829885,3.43,62.25,68.19,2,2,0.0,39,0.0,50.5360403756,50.5364867806,9.58086037165,9.58120016241
2151,2016,245,1988,490,48.75,2.66,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,39355.88,2.20882026337,2.62,65.82,52.13,2,2,0.0,39,0.0,50.5368702032,50.5372100165,9.58156181975,9.58197380395
2176,2016,246,1988,492,43.394,2.8,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,300,300,35031.98,2.39714645806,2.62,62.06,52.13,2,2,0.0,39,0.0,50.537216624,50.5374737644,9.58198332579,9.58242504696
2201,2016,247,1989,494,35.631,3.3,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,800,800,73879.1,2.16139103844,2.3,66.77,45.78,2,2,0.0,40,0.0,50.537344062,50.5376506302,9.58048009095,9.58056581352
2226,2016,248,1988,496,38.675,2.35,K,IIIa,B5,1,STZ,Steinzeug,Steinzeug,DN,200,200,25707.27,0.599990724907,0.74,94.0,14.7,0,1,0.0,39,0.0,50.5382092373,50.5380865762,9.57890815225,9.57940388972
2251,2016,249,1988,498,36.197,3.14,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,300,300,35673.95,3.0438711649,5.06,48.68,100.0,3,1,0.0,39,0.0,50.5380842696,50.5380360584,9.57941740867,9.57990841176
2276,2016,250,1988,500,38.501,2.92,K,IIIa,B5,2,B,Beton,Beton,DN,300,300,31081.86,2.27941349042,4.19,64.41,83.5,2,2,0.0,39,0.0,50.5380357192,50.5380604204,9.57992236403,9.58045010455
2301,2016,251,1988,502,19.108,3.0,K,IIIa,B5,2,B,Beton,Beton,DN,300,300,18831.89,1.42824770541,3.31,81.44,65.98,1,1,0.0,39,0.0,50.5380630528,50.5381469119,9.5804632466,9.58068221682
2326,2016,252,1989,504,55.61,3.29,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,800,800,115304.55,1.96197733433,1.4,70.76,27.71,2,2,0.0,40,0.0,50.5376595217,50.538144729,9.58056818052,9.58068712911
2351,2016,253,1988,506,21.533,3.49,K,IIIa,B4,1,B,Beton,Beton,DN,300,300,21221.85,2.27032376853,3.08,64.59,61.4,2,2,0.0,39,0.0,50.5374796467,50.5375984628,9.58243570302,9.58265750366
2376,2016,254,1988,508,41.239,4.06,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,50222.92,1.78973249543,2.61,74.21,51.96,1,1,0.0,39,0.0,50.5376032514,50.5377556553,9.58266926111,9.58318417921
2401,2016,255,1989,510,16.763,3.4,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,900,900,34757.24,1.26828400257,4.08,84.63,81.49,1,1,0.0,40,0.0,50.538153435,50.538287379,9.58069062282,9.58076322124
2426,2016,256,1988,512,36.795,3.77,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,900,900,76292.59,0.53230245401,0.57,94.68,11.18,0,1,0.0,39,0.0,50.5382949794,50.538536936,9.58077022932,9.58110357215
2451,2016,257,1989,514,29.439,2.05,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,23766.1,3.18727492559,5.06,44.38,100.0,3,1,0.0,40,0.0,50.5367956792,50.5368623105,9.58406591138,9.58367672582
2476,2016,258,1989,516,15.907,2.04,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,300,300,12841.72,3.21759725348,4.22,43.47,84.05,3,1,0.0,40,0.0,50.5368662306,50.5369486049,9.58366437036,9.58349836514
2501,2016,259,1989,518,26.717,2.04,K,IIIa,B5,2,SB,Stahlbeton,Stahlbeton,DN,300,300,21568.63,3.09741139179,4.22,47.08,84.05,3,1,0.0,40,0.0,50.536953072,50.5370403358,9.58348629861,9.58315024061
2526,2016,260,1989,520,34.272,2.02,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,27667.79,2.41422118121,5.06,61.72,100.0,2,2,0.0,40,0.0,50.537134756,50.5373945755,9.58302462806,9.58325750922
2551,2016,261,1989,522,13.155,2.06,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,10620.03,3.22921247178,5.06,43.12,100.0,3,1,0.0,40,0.0,50.5370455174,50.5371273317,9.58313917063,9.58302558078
2576,2016,262,1989,524,35.203,2.01,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,28419.38,3.18655586631,5.06,44.4,100.0,3,1,0.0,40,0.0,50.5374012309,50.5375933364,9.58326641097,9.58364344121
2601,2016,263,1989,526,41.277,1.94,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,28765.94,2.40018819921,5.06,62.0,100.0,2,2,0.0,40,0.0,50.5375988568,50.5378163471,9.58365451633,9.58410903951
2626,2016,264,1988,528,51.168,4.04,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,400,400,62314.95,2.38239372644,5.06,62.35,100.0,2,2,0.0,39,0.0,50.537759368,50.5379398677,9.58319706653,9.58384591552
2651,2016,265,1988,530,21.301,4.08,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,400,400,25941.42,2.4741102351,2.61,60.52,51.96,2,2,0.0,39,0.0,50.5379429405,50.5379955059,9.58385906316,9.58413352041
2676,2016,266,1989,532,7.249,2.16,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,5852.12,3.50078351077,3.99,34.98,79.39,3,1,0.0,40,0.0,50.5378219573,50.5378615829,9.58412011585,9.58418263989
2701,2016,267,1989,534,23.405,3.28,K,IIIa,B5,1,SB,Stahlbeton,Stahlbeton,DN,300,300,23066.8,1.62511233276,5.06,77.5,100.0,1,1,0.0,40,0.0,50.5378674651,50.5380004812,9.58419329625,9.58443064621
2726,2016,268,1988,536,23.473,4.1,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,28586.59,1.97320212725,2.61,70.54,51.96,2,2,0.0,39,0.0,50.5380033865,50.5379989169,9.58444310037,9.58476014802
2751,2016,269,1988,538,20.971,4.12,K,IIIa,B4,1,SB,Stahlbeton,Stahlbeton,DN,400,400,25539.53,2.38241464826,1.88,62.35,37.3,2,2,0.0,39,0.0,50.537996966,50.5380032774,9.58414721263,9.58442898737
2776,2016,270,1988,540,51.036,4.04,K,IIIa,B4,2,SB,Stahlbeton,Stahlbeton,DN,400,400,62154.19,2.38241464826,3.42,62.35,68.01,2,2,0.0,39,0.0,50.537998487,50.5379620437,9.58477411324,9.58547797454
